lemmaName(en),lemmaName(pt),idPOS,senseDescription(pt),idLU,source_file
army,Exército,83,"COD: uma força militar organizada equipada para lutar em terra.",15888,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
withdrawal,retirada,83,"FN: o ato de encerrar a participação em uma atividade ou ser membro de um time ou organização",15902,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
"pull out",tirar,86,"COD: retirar-se de um empreendimento.",15903,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
withdraw,abandonar,86,"COD: cessar de participar em uma atividade ou ser membro de uma equipe ou organização.",30842,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
accomplish,conseguir,86,"COD: alcançar ou completar com sucesso.",15908,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
effect,efetuar,86,"FN: fazer algo ser feito",15914,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
submit,enviar,86,"COD: presente (uma proposta ou aplicação) para consideração ou julgamento.",15915,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
deal,lidar,86,"FN: tomar medidas para resolver um problema.",15926,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
fix,consertar,86,"FN: resolva um problema para que um estado de normalidade retorne.",15927,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
result,resultado,83,"COD: um item de informação ou uma quantidade ou fórmula obtida por experimento ou cálculo.",15933,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
answer,resposta,83,"COD: a solução para um problema ou dilema.",15934,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
detour,desviar,86,"FN: causar para tomar uma rota diferente a fim de evitar algum local",15937,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
divert,desviar,86,"COD: causar uma mudança de direção ou tomar um caminho diferente.",15938,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
condition,condição,83,"COD: um estado de coisas que deve existir antes que outra coisa seja possível.",15939,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
"used up",esgotado,84,"FN: Exausto",15949,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
exhausted,exausto,84,"FN: (de recursos ou reservas) esgotado completamente.",15950,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
full,cheio,84,"COD: completo, sem falta ou omissão de nada.",15959,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
power,poder,83,"COD: energia produzida por meios mecânicos, elétricos ou outros.",15962,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
juice,Energia,83,"COD: energia elétrica.",15966,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
focus,focar,86,"COD: preste atenção especial a.",15987,lus_imported_from_english_with_lemma_chunk128_2025-11-14_183520.csv
stress,Enfatizar,86,"COD: ênfase.",15990,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
stress,enfatizar,86,"COD: enfatizar",15992,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
store,guardar,86,"FN: guardar para uso futuro",15997,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
warehouse,armazenar,86,"COD: armazenar (mercadorias) em um armazém",15998,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
cellar,armazenar,86,"FN: armazenar em um porão (geralmente dito de vinho ou cerveja).",16001,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
stock,armazenar,86,"FN: manter com a intenção de uso posterior.",16002,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
indigenous,indígena,84,"COD: originário ou ocorrendo naturalmente em um determinado lugar; nativo.",16003,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
native,nativo,84,"FN: tendo crescido ou originado em um determinado local",16004,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
stranger,desconhecido,83,"COD: uma pessoa que não sabe ou não é conhecida em um determinado lugar.",16006,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
local,nativo,83,"FN: Um que é nativo de um lugar específico.",16008,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
risk,risco,83,"COD: a possibilidade de algo desagradável acontecer.",16015,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
danger,perigo,83,"COD: a possibilidade de sofrer danos ou lesões.",16018,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
narrow,"por pouco",84,"COD: quase conseguiu",16024,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
patriotic,patriótico,84,"Alguém que tem ou expressa uma devoção e apoio vigoroso ao seu país.",34433,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
bullet,Bala,83,"COD: um projétil disparado de uma pequena arma de fogo, geralmente metálica, cilíndrica e pontiaguda.",16055,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
shell,projétil,83,"FN: munição feita de vários materiais, com uma camada externa sólida e uma carga interna explosiva ou bala.",16056,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
"back out",Recuar,86,"COD: retirar-se de um compromisso",16057,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
"go back","voltar atrás",86,"COD: não conseguir cumprir (uma promessa).",16058,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
overhaul,revisar,86,"FN: fazer alterações para melhorar o funcionamento de",16070,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
overhaul,revisão,83,"FN: o ato de fazer alterações para melhorar o funcionamento de",16071,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
alliance,aliança,83,"COD: uma união ou associação formada para benefício mútuo",16081,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
"hold off",Aguardar,86,"FN: temporariamente renunciar",16083,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
actual,atual,84,"COD: existente de fato.",16091,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
impatient,impaciente,84,"COD: ter ou mostrar falta de paciência ou tolerância.",16094,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
proper,próprio,84,"COD: estritamente chamado",16099,lus_imported_from_english_with_lemma_chunk129_2025-11-14_183807.csv
dejection,depressão,83,"FN: o estado de estar deprimido e desanimado",4988,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
agitation,agitação,83,"FN: o estado de estar emocionalmente perturbado",4994,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
amusement,divertimento,83,"COD: o estado ou experiência de encontrar algo engraçado.",4996,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
boredom,tédio,83,"FN: o estado de estar cansado da repetição ou do tédio",4998,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
excitement,Emoção,83,"FN: um estado de excitação emocional",5001,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
fed-up,Farto,84,"COD: irritado ou entediado.",5063,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
frightened,assustado,84,"FN: assustado ou com medo",5073,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
mystified,desorientado,84,"FN: completamente desorientado",5090,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
relax,relaxar,86,"Para se tornar menos tenso, bravo ou ansioso.",34137,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
content,contente,84,"Um estado de felicidade e paz.",34259,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
unhappy,infeliz,84,"A qualidade de estar triste ou insatisfeito.",34869,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
stress,estresse,83,,41201,lus_imported_from_english_with_lemma_chunk12_2025-11-14_123327.csv
embrace,abraçar,86,"COD: aceitar ou apoiar (uma crença ou mudança) de bom grado.",16104,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
intelligence,inteligência,83,"FN: informações politicamente ou militarmente valiosas, muitas vezes reunidas por meios clandestinos.",16106,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
dirt,fofoca,83,"COD: informações ou materiais escandalosos ou lascivos.",16108,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
dope,informação,83,"COD: informação.",16111,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
data,data,83,"COD: fatos e estatísticas usados para referência ou análise.",16114,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
fact,fato,83,"Uma declaração que representa o estado atual das coisas.",34273,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
"up to",até,90,"FN: até e possivelmente além",16124,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
still,ainda,89,"COD: agora mesmo ou em um momento específico",16128,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
high,auge,83,"COD: um ponto alto, nível ou figura.",16129,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
know,conhecer,86,"COD: ser familiar ou amigável com.",16141,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
seal,vedação,83,"COD: um dispositivo ou substância usada para unir duas coisas ou tornar algo impermeável.",16146,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
button,botão,83,"COD: um pequeno disco ou botão costurado na roupa, seja para prendê-la ao ser inserido em uma abertura ou para decoração.",16147,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
buckle,fivela,83,"COD: uma moldura retangular ou oval plana com um pino articulado, usada para unir as extremidades de uma correia ou cinta.",16148,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
dwindle,diminuir,86,"FN: diminuição até quase ou total desaparecimento",16151,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
point,apontar,86,"FN: fazer alguém tomar conhecimento de algum fato (em apoio a um ponto), geralmente sem ou para.",16158,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
name,especificar,86,"COD: especificar (uma soma, tempo ou lugar)",16159,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
teem,pulular,86,"FN: seja abundante (em).",16162,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
unemployment,desemprego,83,"COD: o número ou proporção de pessoas desempregadas.",16175,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
joblessness,desemprego,83,"FN: o número ou proporção de pessoas desempregadas.",16176,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
employment,emprego,83,"FN: ao contrário do desemprego, o número ou proporção de pessoas empregadas.",16177,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
judiciary,Judiciário,83,"COD: as autoridades judiciais de um país.",16180,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
question,pergunta,83,"COD: um problema que requer resolução.",16183,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
complex,complexo,83,"COD: um sistema interligado; uma rede.",16190,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
resuscitate,ressuscitar,86,"COD: faça ativo ou vigoroso novamente.",16205,lus_imported_from_english_with_lemma_chunk130_2025-11-14_184048.csv
record,registrar,86,"COD: estado ou expressão oficial.",16212,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
register,registrar,86,"FN: registro",16213,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
document,documentar,86,"COD: registro em forma escrita, fotográfica ou outra.",16214,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
chronicle,cronicar,86,"COD: registro (uma série de eventos) de forma factual e detalhada.",16215,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
system,sistema,83,"FN: um grupo de elementos independentes mas interligados concebidos como um todo unificado",16216,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
in,em,90,"COD: presente na casa ou escritório de alguém.",16217,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
out,fora,90,"COD: não está em casa ou no local de trabalho.",16219,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
hospitalize,hospitalizar,86,"FN: colocar em um hospital para tratamento",16225,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
lament,lamentar,86,"COD: expressar pesar ou decepção sobre.",16236,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
gripe,reclamar,86,"COD: expressa uma reclamação trivial; murmúrio.",16237,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
belly-ache,reclamar,86,"COD: reclamar alto ou persistentemente.",16238,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
gripe,queixa,83,"COD: uma reclamação trivial.",16240,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
vent,desabafar,86,"COD: dar livre expressão a (uma forte emoção)",16245,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
air,expressar,86,"COD: expressar (uma opinião ou reclamação) publicamente.",16246,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
express,expressar,86,"FN: transmitir uma mensagem a um grupo de pessoas",16247,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
voice,expressar,86,"COD: expresse em palavras",16248,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
rejection,rejeição,83,"FN: o ato de recusar uma proposta de outra pessoa",16259,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
preen,regozijar-se,86,"FN: gozar ou regozajar",16264,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
gripe,reclamar,86,"COD: expressa uma reclamação trivial; resmunga",16269,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
agree,concordar,86,"COD: consentir em fazer algo.",16274,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
shield,proteger,86,"COD: proteger de um perigo, risco, etc.",16279,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
insulate,Isolar,86,"COD: proteger de algo desagradável.",16281,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
shield,escudo,83,"COD: uma pessoa ou coisa que fornece proteção",16288,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
guard,vigiar,86,"FN: para vigiar algum ativo",16290,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
shelter,abrigo,83,"FN: uma proteção contra algo prejudicial.",16291,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
shelter,abrigar,86,"FN: dar proteção a.",16293,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
cover,cobertura,83,"FN: proteção, muitas vezes de ataques de cima.",16294,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
reluctant,relutante,84,"COD: indiferença e relutância.",16298,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
unwillingness,relutância,83,"FN: o estado ou grau de ser contrário a",16302,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
board,embarcar,86,"COD: entrar em ou sobre (um navio, avião ou outro veículo).",16305,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
get,embarcar,86,"FN: entrar ou montar em um veículo",16306,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
embark,embarcar,86,"COD: embarcar num navio ou numa aeronave.",16307,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
entrain,embarcar,86,"FN: embarcar num trem.",16309,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
mount,montar,86,"COD: subir em (um animal ou bicicleta) para andar nele.",16310,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
hop,pular,86,"COD: pular em (um veículo)",16311,lus_imported_from_english_with_lemma_chunk131_2025-11-14_184320.csv
embarkation,embarque,83,"FN: o ato de embarcar em um navio ou aeronave",16312,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
embarkment,embarque,83,"COD: a ação de passageiros e tripulantes embarcarem em um navio ou aeronave",16313,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
disembark,desembarcar,86,"FN: deixar um veículo, geralmente um navio, avião ou trem.",16315,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
alight,Descer,86,"COD: descende de transporte público.",16320,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
disembarkation,desembarque,83,"FN: o ato de desembarcar de um navio, avião ou trem",16322,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
get,sair,86,"FN: sair de um veículo",16323,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
"head out",Sair,86,"FN: para iniciar um movimento longe de um local",16326,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
"get underway",Começar,86,"FN: começar a se mover, geralmente começando uma longa viagem em um grande veículo ou como parte de uma expedição.",30949,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
cut,atalhar,86,"FN: ir diretamente através de um local em vez de ao redor dele",16329,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
ascend,ascender,86,"FN: mover-se para cima em uma superfície inclinada",16331,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
quit,sair,86,"COD: sair, especialmente de forma permanente",16332,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
split,sair,86,"COD: sair, especialmente de repente",16337,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
desert,deixar,86,"FN: deixar (um lugar)",16348,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
abandon,abandonar,86,"COD: deserto ou deixar permanentemente",16352,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
translate,traduzir,86,"COD: expresse o sentido de (palavras ou texto) em outra língua.",16353,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
translate,traduzir,86,"COD: expresse o sentido de (palavras ou texto) em outra língua.",30780,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
"set off",partir,86,"COD: (verbo de apoio) iniciar uma jornada.",16355,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
"get through",comunicar,86,"FN: conseguir comunicar (uma mensagem) a alguém.",16360,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
cut,desviar,86,"FN: mudar abruptamente de direção de movimento",16362,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
bear,virar,86,"COD: virar e seguir em uma direção especificada",16364,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
left,esquerda,83,"COD: uma curva à esquerda.",16365,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
right,direita,83,"COD: uma curva à direita.",16367,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
swing,balançar,86,"FN: mudança de direção repentina",16371,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
translate,traduzir,86,"FN: seja o equivalente de tradução de",16374,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
tracing,Decalque,83,"FN: um desenho produzido copiando as linhas de uma imagem original",16389,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
portrait,retrato,83,"Um desenho, uma fotografia ou uma pintura.",34199,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
piece,peça,83,"Uma instância de uma obra física, como um livro, uma escultura ou uma pintura.",34313,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
photograph,fotografar,86,"COD: tirar uma foto de.",16391,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
sketch,esboçar,86,"COD: faça um esboço de.",16394,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
get,capturar,86,"Para criar uma forma de meio capturando um evento ou entidade",33756,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
take,tomar,86,"FN: para produzir uma imagem fotográfica",16398,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
flee,fugir,86,"FN: escapar do local de um desastre.",16403,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
"run away",Fugir,86,"COD: decolar; escapar.",16404,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
flight,fuga,83,"FN: o ato de sair de um lugar repentinamente",16405,lus_imported_from_english_with_lemma_chunk132_2025-11-14_184609.csv
genuine,genuíno,84,"COD: realmente o que é dito ser; autêntico",16411,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
real,real,84,"FN: Genuína, oficial, atual",16416,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
actual,real,84,"FN: Não artificial; genuíno",16417,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
literally,literalmente,89,"Exato, o significado literal.",33748,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
really,"de fato",89,"Um fato real em comparação com a realidade.",33768,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
naturally,naturalmente,89,"Um evento, situação ou entidade que ocorre de forma natural.",34133,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
real,real,84,"Algo que não é falso, é legítimo.",34172,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
authentic,autêntico,84,"Um objeto que é real e original.",34276,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
authenticity,autenticidade,83,"A qualidade de ser autêntica, original.",34329,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
pose,fingir,86,"COD: pretender ser.",16428,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
"pass off",falsificar,86,"COD: falsamente representar algo como.",16433,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
conceal,ocultar,86,"FN: prevenir de ser acessível à percepção",16440,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
mask,mascarar,86,"FN: para cobrir de forma a diminuir perceptualmente acessibilidade",16441,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
shroud,encobrir,86,"FN: envolver um objeto de forma a ocultá-lo da vista",16442,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
block,bloquear,86,"FN: obstruir a visão de um objeto colocando algo no caminho do espectador",16444,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
cover,cobrir,86,"FN: obstruir a visão de um objeto colocando-se algo sobre ou sobre ele",16445,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
range,variar,86,"COD: variar ou estender entre limites especificados",16446,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
conscious,consciente,84,"COD: ciente e respondendo ao seu entorno",16449,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
watch,vigiar,86,"COD: permanecer acordado para fins de observância religiosa.",16451,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
deactivate,desativar,86,"COD: tornar (equipamento técnico ou um vírus) inativo desconectando-o ou destruindo-o.",16457,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
cut,desligar,86,"FN: desativar, especialmente um motor ou dispositivo movido a motor.",16459,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
kill,desligar,86,"FN: desligar algo",16461,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
pride,Orgulho,83,"Um sentimento de satisfação baseado em algo, como conquistas.",34562,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
energy,vibração,83,"Uma descrição geral que significa aproximadamente a emoção sentida por alguém em um lugar ou situação.",34906,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
experience,experimentar,86,"FN: afetar",16468,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
"go through","passar por",86,"Passar por ou vivenciar uma situação difícil ou um período desafiador na vida.",34052,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
effect,efeito,83,"COD: o estado de ser ou tornar-se operacional.",16471,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
force,força,83,"FN: em vigor",16474,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
rent,alugar,86,"COD: com objeto; pagar a alguém pelo uso de.",16477,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
hire,alugar,86,"COD: obter o uso temporário de em troca de pagamento.",16479,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
rent,alugar,86,"COD: deixar alguém usar (algo) em troca de pagamento.",16481,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
believe,acreditar,86,"COD: aceitar a afirmação de (alguém) como verdadeira.",16482,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
trust,confiar,86,"Acreditar (em alguém, em algo)",16486,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
trust,confiança,83,"COD: crença firme em alguém ou algo.",16488,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
credence,crença,83,"COD: crença ou aceitação de algo como verdadeiro.",16490,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
faith,fé,83,"FN: a crença em algo (geralmente religioso)",16492,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
join,entrar,86,"FN: tornar-se um membro de.",16493,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
enter,entrar,86,"COD: unir (uma instituição ou profissão).",16498,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
front,encobrir,86,"FN: agir legitimamente de forma a esconder uma organização ou suas atividades.",16499,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
front,frente,83,"COD: uma pessoa ou organização que serve de capa para atividades subversivas.",16500,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
blind,fachada,83,"FN: uma capa para atividade ilícita.",16501,lus_imported_from_english_with_lemma_chunk133_2025-11-14_184901.csv
terror,Terror,83,"FN: os meios pelos quais terroristas fazem guerra",16512,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
dough,massa,83,"FN: dinheiro (informal).",16517,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
capital,capital,83,"COD: riqueza detida por uma pessoa ou organização ou investida, emprestada ou emprestada.",16518,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
fund,fundo,83,"FN: uma provisão de dinheiro, reservada para algum propósito",16523,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
safely,seguramente,89,"FN: sem incorrer em nenhum risco.",16532,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
warm,ameaçador,84,"FN: desconfortável devido a um possível perigo",16533,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
protract,prolongar,86,"COD: prolongar; desenrolar.",16537,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
fare,desempenhar,86,"COD: desempenhar de uma maneira especificada em uma situação ou período particular",16548,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
prosperity,Prosperidade,83,"FN: o estado ou grau de (bem-estar) financeiro.",16549,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
live,viver,86,"FN: existir (com um nível específico de conforto)",16550,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
way,meio,83,"FN: um meio para fazer algo.",16560,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
approach,abordagem,83,"COD: um jeito de lidar com algo.",16566,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
weather,enfrentar,86,"COD: passe com segurança.",16579,lus_imported_from_english_with_lemma_chunk134_2025-11-14_185150.csv
