idLU,frameName,luName,origin,status,senseDescription,annotationset_count,annotation_count
39079,frm_descritor_de_gênero,feminino.adj,WEBTOOL,CREATED,"que se refere ao gênero comumente associado a mulheres, seja por identidade, expressão ou papel social.",2,0
39078,frm_descritor_de_gênero,feminino.noun,WEBTOOL,CREATED,"diz-se do gênero gramatical contrário ao masculino e caracterizado, geralmente, pela possibilidade de junção ao artigo ""a"".",7,0
21164,frm_desirability,chato.adj,WEBTOOL,CREATED,"qualidade de não ser legal ou agradável",3,0
21165,frm_desirability,chato.noun,WEBTOOL,CREATED,"pessoa que não é legal",0,0
46629,frm_desirability,incrível.adj,FNBK,PENDING,"FN: ser de qualidade excepcional",0,0
19340,frm_desirability,incrível.noun,WEBTOOL,CREATED,,8,0
39228,frm_desirable_event,dever.noun,WEBTOOL,CREATED,,36,0
3639,frm_desirable_event,dever.verb,WEBTOOL,CREATED,"seria bom que, ter que, poderia fazer.",17,0
22443,frm_desiring,querer.noun,WEBTOOL,CREATED,"um desejo por algo",3,0
348,frm_desiring,querer.verb,WEBTOOL,CREATED,"ter vontade de fazer algo ou expressar essa intenção.",195,4
43264,frm_difficulty,"de frente.adj",LOME,PENDING,,1,0
43268,frm_difficulty,"de frente.det",LOME,PENDING,,1,0
43269,frm_difficulty,"de frente.det",LOME,PENDING,,1,0
282,frm_difficulty,difícil.adj,WEBTOOL,CREATED,"aquilo que não é fácil.",38,0
49587,frm_difficulty,difícil.noun,FNBK,PENDING,"FN difícil",0,0
43250,frm_difficulty,parceria.det,LOME,PENDING,,1,0
43251,frm_difficulty,parceria.det,LOME,PENDING,,1,0
43609,frm_difficulty,transtorno.noun,LOME,PENDING,,2,0
43723,frm_difficulty,transtorno.noun,USER,CREATED,"perturbação, dificuldade, incômodo.",0,0
28412,frm_direction,alto.adj,WEBTOOL,CREATED,Elevado.,2,1
22464,frm_direction,alto.adv,WEBTOOL,CREATED,"em direção a um lugar de alta altitude",9,6
22455,frm_direction,leste.adv,WEBTOOL,CREATED,"ponto do horizonte que o sol nasce",0,0
22456,frm_direction,leste.noun,WEBTOOL,CREATED,"ponto do horizonte que o sol nasce",0,0
22459,frm_direction,norte.adv,WEBTOOL,CREATED,"a direção que a bússola normalmente aponta",2,0
22460,frm_direction,norte.noun,WEBTOOL,CREATED,"a direção que a bússola normalmente aponta",1,0
22466,frm_direction,oeste.adv,WEBTOOL,CREATED,"direção no ponto do horizonte onde o sol se põe",0,0
22467,frm_direction,oeste.noun,WEBTOOL,CREATED,"direção do horizonte onde o sol se põe",0,0
32527,frm_direction,"para cima.adv",WEBTOOL,CREATED,up.,10,0
32528,frm_direction,"para cima.adv",WEBTOOL,CREATED,up.,5,0
22463,frm_direction,sul.adv,WEBTOOL,CREATED,"o lado em que o ponto do horizonte marca 90 graus",0,0
19328,frm_direction,sul.noun,WEBTOOL,CREATED,"Região oposta ao norte.",1,0
22468,frm_directional_locative_relation,acima.adp,WEBTOOL,CREATED,"tem localização em um lugar alto",0,0
39837,frm_directional_locative_relation,acima.adv,WEBTOOL,CREATED,,1,0
22470,frm_directional_locative_relation,leste.adv,WEBTOOL,CREATED,"ponto no horizonte onde o sol nasce",0,0
22471,frm_directional_locative_relation,leste.noun,WEBTOOL,CREATED,"lugar no horizonte onde o sol nasce",0,0
22473,frm_directional_locative_relation,nordeste.adv,WEBTOOL,CREATED,"ponto que se localiza à 90 graus do norte e 90 graus do leste",0,0
22474,frm_directional_locative_relation,nordeste.noun,WEBTOOL,CREATED,"ponto que se localiza á 90 graus do norte e 90 graus do leste",0,0
22475,frm_directional_locative_relation,noroeste.adv,WEBTOOL,CREATED,"ponto que se localiza à 90 graus do norte e 90 graus do oeste",0,0
22476,frm_directional_locative_relation,noroeste.noun,WEBTOOL,CREATED,"ponto de localização à 90 graus do norte e 90 graus do oeste",0,0
22472,frm_directional_locative_relation,norte.adv,WEBTOOL,CREATED,"ponto o qual a bússola normalmente aponta",1,0
18999,frm_directional_locative_relation,norte.noun,WEBTOOL,CREATED,north,1,0
22482,frm_directional_locative_relation,oeste.adv,WEBTOOL,CREATED,"ponto do horizonte onde o sol se põe",0,0
22483,frm_directional_locative_relation,oeste.noun,WEBTOOL,CREATED,"ponto no horizonte onde o sol se põe",0,0
22478,frm_directional_locative_relation,sudeste.adv,WEBTOOL,CREATED,"região entre o sul e o leste",0,0
22479,frm_directional_locative_relation,sudeste.noun,WEBTOOL,CREATED,"região entre o sul e o leste",0,0
22480,frm_directional_locative_relation,sudoeste.adv,WEBTOOL,CREATED,"região entre o sul e o oeste",0,0
22481,frm_directional_locative_relation,sudoeste.noun,WEBTOOL,CREATED,"região entre o sul e o oeste",0,0
22477,frm_directional_locative_relation,sul.adv,WEBTOOL,CREATED,"a direção apontada pela bússola oposta ao norte",0,0
3908,frm_directional_locative_relation,sul.noun,WEBTOOL,CREATED,south,2,0
1295,frm_direct_infractions,carrinho.noun,WEBTOOL,CREATED,"no futebol, é a infração em que um jogador, com a finalidade de retirar a bola do adversário, atira-se ao chão e desliza com as pernas para frente.",0,0
51770,frm_direct_infractions,carrinho.verb,FNBK,PENDING,"O jogador desliza com as duas pernas na frente do adversário para tirar-lhe a bola, atirando-o no chão.",0,0
24523,frm_discussion,debate.noun,WEBTOOL,CREATED,"consiste na apresentação formal de argumentos de um ponto de vista sobre algum assunto na qual duas ou mais pessoas argumentam entre si e defendem o seu posicionamento sobre determinado o assunto. admite-se perguntas da plateia ",2,0
46694,frm_discussion,debate.verb,FNBK,PENDING,"COD: discutir ou argumentar sobre.",0,0
38075,frm_documents,"ficha de atendimento.noun",WEBTOOL,CREATED,"documento que contém informações sobre um paciente atendido, incluindo queixas, sintomas e tratamentos.",6,0
38144,frm_documents,"ficha de atendimento.noun",WEBTOOL,CREATED,"documento utilizado para registrar informações sobre o atendimento médico ou social prestado a um paciente ou indivíduo.",10,0
38076,frm_documents,"ficha de notificação.noun",WEBTOOL,CREATED,"documento usado para registrar eventos de notificação obrigatória, como doenças transmissíveis, para fins de vigilância em saúde pública.",4,0
38143,frm_documents,"ficha de notificação.noun",WEBTOOL,CREATED,"formulário usado para notificar autoridades de saúde sobre casos de doenças ou condições específicas, permitindo a monitorização epidemiológica.",0,0
38073,frm_documents,prontuário.noun,WEBTOOL,CREATED,"registro documentado e confidencial que contém informações detalhadas sobre o histórico médico, diagnósticos, tratamentos, exames, prescrições e outros aspectos relevantes do cuidado de um paciente ao longo do tempo.",0,0
38146,frm_documents,prontuário.noun,WEBTOOL,CREATED,"registro documentado e confidencial das informações médicas de um paciente, incluindo histórico, diagnósticos, tratamentos e exames.",18,0
38066,frm_documents,relatório.noun,WEBTOOL,CREATED,"registro detalhado de informações relevantes sobre um paciente, tratamento ou procedimento.",4,0
38837,frm_documents,relatório.noun,WEBTOOL,CREATED,"documentação que apresenta as um resumo e as informações e dados coletados.",4,0
39408,frm_duration_relation,durante.adj,WEBTOOL,CREATED,,0,0
19161,frm_duration_relation,durante.adp,WEBTOOL,CREATED,"expressão da duração de algo em um tempo determinado.",22,0
43430,frm_earnings_and_losses,"ao todo.det",LOME,PENDING,,1,0
43431,frm_earnings_and_losses,"ao todo.det",LOME,PENDING,,1,0
43467,frm_earnings_and_losses,leias.det,LOME,PENDING,,1,0
43468,frm_earnings_and_losses,leias.det,LOME,PENDING,,1,0
23377,frm_eclipse,eclipse.noun,WEBTOOL,CREATED,"um acontecimento meteorológico o qual consiste na passagem de um objeto por outro atrapalhando a visão do observador",0,0
23378,frm_eclipse,eclipse.verb,WEBTOOL,CREATED,"ação de bloquear por completo um corpo pela passagem de outro",0,0
40491,frm_emotion_directed,encabulado.adj,WEBTOOL,CREATED,"Característica da pessoa que está constrangida; envergonhado.",2,0
40624,frm_emotion_directed,encabulado.adj,WEBTOOL,CREATED,"Característica da pessoa que está constrangida; envergonhado.",0,2
39693,frm_emptying,limpeza.adj,WEBTOOL,CREATED,,0,0
26125,frm_emptying,limpeza.noun,WEBTOOL,CREATED,"ato ou processo de limpar algo.",7,0
18901,frm_entity,nada.noun,WEBTOOL,CREATED,nothing,14,0
33245,frm_entity,nada.noun,WEBTOOL,CREATED,,4,0
43642,frm_estimating,estimar.verb,LOME,PENDING,,2,0
43767,frm_estimating,estimar.verb,USER,CREATED,"avaliar ou calcular de modo aproximado o valor, a quantidade, a dimensão ou a importância de algo, com base em dados parciais, experiência ou inferência.",1,0
43438,frm_event_instance,"de novo.adp",LOME,PENDING,,2,0
32596,frm_event_instance,"de novo.adv",WEBTOOL,CREATED,"novamente, outra vez.",6,0
39243,frm_event_instance,vez.adj,WEBTOOL,CREATED,,23,0
18833,frm_event_instance,vez.noun,WEBTOOL,CREATED,"designação da ocorrência de um evento ou de cada ocorrência de eventos sucessivos idênticos ou análogos.",44,0
39415,frm_existence,haver.aux,WEBTOOL,CREATED,,5,0
3773,frm_existence,haver.verb,WEBTOOL,CREATED,"indica a existência de uma entidade em um lugar.",104,0
39276,frm_expectation,dever.noun,WEBTOOL,CREATED,,3,0
19527,frm_expectation,dever.verb,WEBTOOL,CREATED,,9,0
47760,frm_expensiveness,"baixo custo.adj",FNBK,PENDING,"FN: carregado a um preço relativamente baixo.",0,0
23285,frm_expensiveness,"baixo custo.noun",WEBTOOL,CREATED,"que custa um preço relativamente baixo",0,0
352,frm_experiencer_focused_emotion,lastimar.verb,WEBTOOL,CREATED,"Lamentar-se, queixar-se. (DMO)",1,0
23269,frm_experiencer_focused_emotion,lastimar.verb,WEBTOOL,CREATED,"sentir piedade, compaixão",0,0
23028,frm_expertise,adepto.adj,WEBTOOL,CREATED,"muito habilidoso ou proficiente",0,0
23029,frm_expertise,adepto.noun,WEBTOOL,CREATED,"uma pessoa que é adepta de algo",2,0
23030,frm_expertise,amador.adj,WEBTOOL,CREATED,"pouco habilidoso, inapto",0,0
23031,frm_expertise,amador.noun,WEBTOOL,CREATED,"uma pessoa considerada inapta em determinada atividade",0,0
23026,frm_expertise,ás.adj,WEBTOOL,CREATED,"excelente, altamente habilidoso ou talentoso",0,0
23027,frm_expertise,ás.noun,WEBTOOL,CREATED,"uma pessoa que é excelente em uma atividade particular",0,0
48069,frm_expertise,conhecedor.adj,FNBK,PENDING,"FN: ter conhecimento sobre um tópico específico.",0,0
23037,frm_expertise,conhecedor.noun,WEBTOOL,CREATED,"uma pessoa que tem conhecimento sobre determinadas áreas, por exemplo arte, culinária ou bebidas",0,0
23038,frm_expertise,craque.adj,WEBTOOL,CREATED,"muito bom ou habilidoso",0,0
48067,frm_expertise,craque.noun,FNBK,PENDING,"FN: uma pessoa que é extremamente esperta em algo",0,0
23067,frm_expertise,leigo.adj,WEBTOOL,CREATED,"entidade inexperiente",5,0
48073,frm_expertise,leigo.noun,FNBK,PENDING,"FN: uma pessoa que não é especialista em um determinado campo do conhecimento",0,0
23069,frm_expertise,mestre.adj,WEBTOOL,CREATED,"aquele que tem ou possui grande experiência",0,0
23072,frm_expertise,mestre.noun,WEBTOOL,CREATED,"praticante habilidoso de determinada área",2,0
39770,frm_extreme_value,máximo.adj,WEBTOOL,CREATED,,6,0
50854,frm_extreme_value,máximo.noun,FNBK,PENDING,"COD: o maior montante, extensão ou intensidade possível ou registrado.",0,0
27568,frm_extreme_value,mínimo.adj,WEBTOOL,CREATED,"muito pequeno, menor de todos.",6,0
50855,frm_extreme_value,mínimo.noun,FNBK,PENDING,"FN: o menor valor possível",0,0
19177,frm_fame,famoso.adj,WEBTOOL,CREATED,"aquele que tem fama.",25,1
19306,frm_fame,famoso.noun,WEBTOOL,CREATED,"Uma #Entidade é conhecida por algum motivo",1,0
3738,frm_feeling,sentir.verb,WEBTOOL,CREATED,"perceber algo por um dos sentidos, ter como sensação.",21,0
22943,frm_feeling,sentir.verb,WEBTOOL,CREATED,"experienciar uma emoção",51,0
18769,frm_fields,arte.noun,WEBTOOL,CREATED,arts.,20,0
34775,frm_fields,arte.noun,WEBTOOL,CREATED,"Campo que abrange diversas áreas da arte.",2,2
27567,frm_fields,científico.adj,WEBTOOL,CREATED,"atinente à ciência.",1,0
43114,frm_fields,científico.adj,USER,CREATED,"relativo a ou próprio da ciência.",0,0
50193,frm_finish_competition,vencedor.adj,FNBK,PENDING,"COD: tendo conquistado uma vitória; triunfante",0,0
26434,frm_finish_competition,vencedor.noun,WEBTOOL,CREATED,"pessoa que vence uma competição.",1,0
24295,frm_first_rank,principalmente.adv,WEBTOOL,CREATED,"especialmente, sobretudo.",16,0
43237,frm_first_rank,principalmente.adv,LOME,PENDING,,4,0
40547,frm_food,"carne de porco.noun",WEBTOOL,CREATED,"carne oriunda dos cordeiros",0,1
40548,frm_food,"carne de porco.noun",WEBTOOL,CREATED,"alimento  obtido  a partir do porco doméstico",0,1
39610,frm_food,e.cconj,WEBTOOL,CREATED,,0,0
27887,frm_food,limão.adj,WEBTOOL,CREATED,"fruta cítrica verde utilizada para temperos e bebidas.",2,0
34392,frm_food,limão.noun,WEBTOOL,CREATED,"fruta cítrica verde utilizada para bebidas e temperos.",2,4
39272,frm_food,líquido.adj,WEBTOOL,CREATED,,14,0
39308,frm_food,líquido.noun,WEBTOOL,CREATED,"alguma bebida líquida.",11,0
24059,frm_food,nachos.noun,WEBTOOL,CREATED,"pedaços pequenos de tortilhas de milho crocantes com formato triangular geralmente servido com queijo.",0,2
40416,frm_food,nachos.noun,WEBTOOL,CREATED,"Refeição ou tipo de comida mexicana composta pela junção de feijão, molho de tomates e queijo.",0,5
40507,frm_food,presunto.noun,WEBTOOL,CREATED,"produto de charcutaria feito a partir da perna do porco.",1,2
40630,frm_food,presunto.noun,WEBTOOL,CREATED,"produto de charcutaria feito a partir da perna do porco.",0,0
19146,frm_frequency,cotidiano.adj,WEBTOOL,CREATED,"que acontece diariamente",1,0
19148,frm_frequency,cotidiano.noun,WEBTOOL,CREATED,"que acontece diariamente.",2,0
39409,frm_frequency,diária.adj,WEBTOOL,CREATED,,14,0
36105,frm_frequency,diária.noun,WEBTOOL,CREATED,"equivalente ao trabalho por um dia. ",0,0
22871,frm_frequency,diário.adj,WEBTOOL,CREATED,"algo que é feito ou ocorre todos os dias",9,0
19032,frm_frequency,diário.adv,WEBTOOL,CREATED,daily,0,0
22894,frm_frequency,esporádico.adj,WEBTOOL,CREATED,"algo que ocorre em intervalos irregulares",1,0
36094,frm_frequency,esporádico.noun,WEBTOOL,CREATED,"pouco frequente. Relativo a algo que ocorre poucas vezes.",2,0
19149,frm_frequency,quotidiano.adj,WEBTOOL,CREATED,"que acontece diariamente",0,0
19147,frm_frequency,quotidiano.noun,WEBTOOL,CREATED,"o que acontece diariamente",1,0
39426,frm_frequency,regular.adj,WEBTOOL,CREATED,,2,0
19016,frm_frequency,regular.adv,WEBTOOL,CREATED,regular,4,0
39459,frm_frequency,vez.adj,WEBTOOL,CREATED,,4,0
34550,frm_frequency,vez.noun,WEBTOOL,CREATED,"designação de cada ocorrência de um evento ou das ocorrências de eventos idênticos ou semelhantes sucessivos.",15,0
44897,frm_friendly_or_hostile,aliado.adj,FNBK,PENDING,"FN: Pertencente ao mesmo lado de um indivíduo ou partido pressuposto.",0,0
51380,frm_friendly_or_hostile,aliado.noun,FNBK,PENDING,"FN: uma pessoa simpática ou alinhada com o lado de outra (especialmente em conflitos militares).",0,0
51389,frm_fugitive,fugitivo.adj,FNBK,PENDING,"FN: Evasão de captura ou prisão.",0,0
44915,frm_fugitive,fugitivo.noun,FNBK,PENDING,"FN: uma pessoa que está foragida da lei.",0,0
46218,frm_fullness,vazio.adj,FNBK,PENDING,"COD: não contendo nada; não preenchido ou ocupado.",0,0
48802,frm_fullness,vazio.noun,FNBK,PENDING,"FN: o estado de conter nada",0,0
40267,frm_gesture,acenar.verb,WEBTOOL,CREATED,"Fazer acenos, movimentos com a cabeça, olhos ou mãos; chamar a atenção.",0,0
40268,frm_gesture,acenar.verb,WEBTOOL,CREATED,"Fazer acenos, movimentos com a cabeça, olhos ou mãos; chamar a atenção.",1,1
40693,frm_giving_affection,abracar.verb,WEBTOOL,CREATED,"Envolver outra pessoa usando os braços.",3,0
42578,frm_giving_affection,abraçar.verb,WEBTOOL,CREATED,"envolver outra pessoa usando os braços.",2,0
39296,frm_gizmo,dispositivo.adj,WEBTOOL,CREATED,,1,0
39311,frm_gizmo,dispositivo.noun,WEBTOOL,CREATED,"mecanismo ou aparato adaptado para um determinado fim.",6,0
26402,frm_gradable_attributes,super.adj,WEBTOOL,CREATED,"em excesso, em exagero.",7,0
33966,frm_gradable_attributes,super.adv,WEBTOOL,CREATED,"muito, superior.",1,0
51533,frm_gradable_proximity,longe.adj,FNBK,PENDING,"FN: não dentro de uma distância certa (de).",0,0
26383,frm_gradable_proximity,longe.adv,WEBTOOL,CREATED,"algo que está localizado em uma região distante de um determinado alvo.",28,0
19192,frm_gradable_proximity,próximo.adj,WEBTOOL,CREATED,"a uma pequena distância",15,0
19191,frm_gradable_proximity,próximo.adv,WEBTOOL,CREATED,"em lugar por perto",6,0
40343,frm_greeting,"boa noite.intj",WEBTOOL,CREATED,"cumprimento que um enunciador dirige a um compreendedor ao encontrá-lo pela primeira vez no período entre as 18:00 e meia-noite.",0,0
43757,frm_greeting,"boa noite.intj",USER,CREATED,"cumprimento utilizado no período da noite.",0,0
40726,frm_hair_configuration,trança.noun,WEBTOOL,CREATED,"mechas de cabelo entrelaçadas.",8,0
47954,frm_hair_configuration,trança.noun,FNBK,PENDING,"COD: uma longa trança de cabelo de mulher",0,0
50370,frm_halt,parar.adv,FNBK,PENDING,"FN: ficar estacionário",0,0
40122,frm_halt,parar.verb,WEBTOOL,CREATED,"cessar movimento.",23,0
39402,frm_having_or_lacking_access,acesso.adj,WEBTOOL,CREATED,,0,0
24177,frm_having_or_lacking_access,acesso.noun,WEBTOOL,CREATED,"caminho ou possibilidade de alcançar algo",20,0
46526,frm_hiring,contratar.verb,FNBK,PENDING,"COD: empregar para salários.",0,0
49263,frm_hiring,contratar.x,FNBK,PENDING,"Contratar alguém como funcionário",0,0
19097,frm_increment,"além de.cconj",WEBTOOL,CREATED,"em adição a, ademais.",26,0
50346,frm_increment,mais.adj,FNBK,PENDING,"FN: um valor adicional",0,0
27492,frm_increment,mais.adv,WEBTOOL,CREATED,"indicativo de quantidade superior a um número prévio.",23,0
18868,frm_increment,outro.adj,WEBTOOL,CREATED,"algo ou alguém, cuja referência indefinida se encontra fora do âmbito do falante e do ouvinte, e que se contrapõe, implícita ou explicitamente, a algo ou alguém definido, conhecido.",233,1
44105,frm_increment,outro.noun,FNBK,PENDING,"FN: uma pessoa ou coisa que é diferente de uma já mencionada ou conhecida",0,0
44395,frm_indigenous_origin,nativo.adj,FNBK,PENDING,"FN: tendo crescido ou originado em um determinado local",0,0
18979,frm_indigenous_origin,nativo.noun,WEBTOOL,CREATED,native,4,0
39868,frm_individual_history,histórico.adj,WEBTOOL,CREATED,,1,0
38902,frm_individual_history,histórico.noun,WEBTOOL,CREATED,"documentação detalhada de eventos passados, informações pessoais ou médicas de um indivíduo.",7,0
51823,frm_individual_moves,chutar.noun,FNBK,PENDING,"Um chute é um golpe físico usando o pé, perna ou joelho.",0,0
1971,frm_individual_moves,chutar.verb,WEBTOOL,CREATED,"colocar um equipamento esportivo, geralmente uma bola, em movimento utilizando os pés ou as mãos.",3,0
39744,frm_ingestion,alimentar.adj,WEBTOOL,CREATED,,5,0
24637,frm_ingestion,alimentar.verb,WEBTOOL,CREATED,"ato de abastecer o corpo com alimentos.",20,0
39540,frm_ingredients,componente.adj,WEBTOOL,CREATED,,0,0
50608,frm_ingredients,componente.noun,FNBK,PENDING,"COD: uma parte ou elemento de um todo maior, especialmente uma parte de uma máquina ou veículo.",0,0
40985,frm_inhibit_movement,trancar.verb,WEBTOOL,CREATED,"fechar com tranca.",1,0
48806,frm_inhibit_movement,trancar.verb,FNBK,PENDING,"FN: encerra alguém ou alguma coisa ao trancar uma porta",0,0
40063,frm_intentionally_act,feito.adj,WEBTOOL,CREATED,,4,0
32168,frm_intentionally_act,feito.noun,WEBTOOL,CREATED,"uma ação ou atividade realizada anteriormente.",11,0
43456,frm_intentionally_create,leias.det,LOME,PENDING,,1,0
43465,frm_intentionally_create,leias.det,LOME,PENDING,,1,0
41789,frm_intentionally_create,produtor.adj,WEBTOOL,CREATED,"Aquele que produz.",0,0
41007,frm_intentionally_create,produtor.noun,WEBTOOL,CREATED,"aquele que produz.",1,0
50531,frm_interior_profile_relation,dentro.adp,FNBK,PENDING,"No limite de (a região perfisada)",0,0
20139,frm_interior_profile_relation,dentro.adv,WEBTOOL,CREATED,"entro (dos limites de uma região especificada)",21,0
44210,frm_interior_profile_relation,fora.adp,FNBK,PENDING,"FN: não está dentro (de).",0,0
20140,frm_interior_profile_relation,fora.adv,WEBTOOL,CREATED,"não dentro",11,2
43512,frm_interrupt_process,municipal.det,LOME,PENDING,,1,0
43520,frm_interrupt_process,municipal.det,LOME,PENDING,,1,0
26430,frm_judgment_communication,crítico.adj,WEBTOOL,CREATED,"pessoa que critica , contesta algo, discute sobre algo.",3,0
48643,frm_judgment_communication,crítico.noun,FNBK,PENDING,"COD: uma pessoa que expressa uma opinião desfavorável sobre algo.",0,0
48650,frm_judgment_communication,denegrir.noun,FNBK,PENDING,"FN: expressão de desaprovação extrema, talvez inadequada",0,0
48649,frm_judgment_communication,denegrir.verb,FNBK,PENDING,"COD: criticar injustamente; menosprezar.",0,0
18908,frm_judgment_direct_address,obrigado.adj,WEBTOOL,CREATED,Thanks,12,1
18793,frm_judgment_direct_address,obrigado.noun,WEBTOOL,CREATED,thanks.,12,1
26486,frm_kinship,avó.noun,WEBTOOL,CREATED,"relação que se estabelece entre uma pessoa e o filho de seu filho.",54,0
38921,frm_kinship,avô.noun,WEBTOOL,CREATED,"relação que se estabelece entre uma pessoa e o filho de seu filho.
",0,0
39745,frm_kinship,filho.adj,WEBTOOL,CREATED,,5,10
3803,frm_kinship,filho.noun,WEBTOOL,CREATED,"son. child.",169,2
40665,frm_labeling,rotulagem.noun,WEBTOOL,CREATED,"Ato de rotular.",0,0
40666,frm_labeling,rotulagem.noun,WEBTOOL,CREATED,"Ato de rotular.",1,0
34567,frm_lateralidade,canhoto.adj,WEBTOOL,CREATED,"que tem maior habilidade com, ou usa mais, os membros do lado esquerdo do corpo.",0,0
34568,frm_lateralidade,canhoto.noun,WEBTOOL,CREATED,"pessoa que tem maior habilidade com, ou usa mais, os membros do lado esquerdo do corpo.",0,0
50378,frm_left_to_do,restante.adj,FNBK,PENDING,"FN: restante para processamento",0,0
219,frm_left_to_do,restante.noun,WEBTOOL,CREATED,"uma parte, um número ou uma quantidade que é deixada de processar.",0,0
38567,frm_level_of_force_exertion,força.adj,WEBTOOL,CREATED,"que tem grande vigor ou potência física.",5,0
19007,frm_level_of_force_exertion,força.noun,WEBTOOL,CREATED,"qualidade do que é forte; robustez, vigor físico.",21,0
33583,frm_level_of_light,luz.noun,WEBTOOL,CREATED,"O agente natural que estimula a visão e torna as coisas visíveis.",9,10
43070,frm_level_of_light,luz.noun,USER,CREATED,"certo tipo de radiação eletromagnética captada pelos olhos humanos, na ausência da qual a visão se torna impossível; fonte desse tipo de radiação eletromagnética.",0,0
40998,frm_línguas,libras.noun,WEBTOOL,CREATED,"*inserir definição*",0,0
41012,frm_línguas,libras.noun,WEBTOOL,CREATED,"*inserir texto de definição*",1,0
40563,frm_literary_musical_and_cinematic_genre,aventura.noun,WEBTOOL,CREATED,"gênero literário e/ou cinematográfico caracterizado por um enredo em que a personagem principal vivencia uma jornada de percalços e desafios.",1,0
40564,frm_literary_musical_and_cinematic_genre,aventura.noun,WEBTOOL,CREATED,"gênero literário e/ou cinematográfico caracterizado por um enredo em que a personagem principal vivencia uma jornada de percalços e desafios.",2,0
38470,frm_locale,ambiente.adj,WEBTOOL,CREATED,"relativo ao que está ao redor, que envolve pessoas ou objetos. ",4,0
24231,frm_locale,ambiente.noun,WEBTOOL,CREATED,"nome associado ao local. Geralmente relacionado à biologia e relações de convivência entre seres.",21,0
24338,frm_locale,central.adj,WEBTOOL,CREATED,"característica relativa ao centro de um local.",4,0
43788,frm_locale,central.noun,USER,CREATED,"lugar utilizado para alguma finalidade.",1,0
46010,frm_locale,local.adj,FNBK,PENDING,,0,0
1960,frm_locale,local.noun,WEBTOOL,CREATED,"área delimitada.",49,26
3761,frm_locale,região.noun,WEBTOOL,CREATED,"qualquer partição territorial inserida em uma partição maior.",83,6
43121,frm_locale,região.noun,USER,CREATED,"extensão territorial.",0,0
32712,frm_locale,terra.noun,WEBTOOL,CREATED,Earth,10,0
40422,frm_locale,terra.noun,WEBTOOL,CREATED,"porção de terra geralmente usada para plantio.",8,1
28441,frm_location_in_time,hora.noun,WEBTOOL,CREATED,"um período de tempo, normalmente formado por um conjunto de sessenta minutos.",36,0
43818,frm_location_in_time,hora.noun,USER,CREATED,"momento, instante.",1,0
46079,frm_locative_relation,abaixo.adp,FNBK,PENDING,"COD: em direção ou em um lugar ou posição mais baixa.",0,0
39971,frm_locative_relation,abaixo.adv,WEBTOOL,CREATED,,5,0
48571,frm_locative_relation,"acima do solo.adj",FNBK,PENDING,"FN: acima da superfície do solo.",0,0
20142,frm_locative_relation,"acima do solo.adv",WEBTOOL,CREATED,"acima da superfície do solo",0,0
48583,frm_locative_relation,"ao longo de.adp",FNBK,PENDING,"FN: em todas as partes de, sobre o todo o intervalo de, às vezes implicando ""uniforme",0,0
20144,frm_locative_relation,"ao longo de.adv",WEBTOOL,CREATED,"se estendendo mais ou menos em uma linha horizontal em",3,0
20163,frm_locative_relation,continental.adj,WEBTOOL,CREATED,"estar localizado a certa distância da beira ou da costa de certa área geográfica",0,0
20164,frm_locative_relation,continental.noun,WEBTOOL,CREATED,"a parte geográfica principal de um país excluindo ilhas",0,0
46080,frm_locative_relation,fora.adp,FNBK,PENDING,"COD: longe da base ou residência habitual de alguém.",0,0
20176,frm_locative_relation,fora.adv,WEBTOOL,CREATED,"localizado longe de sua base ou residência normal",19,1
48589,frm_locative_relation,"no ar.adp",FNBK,PENDING,"ser suspenso no ar.",0,0
29482,frm_locative_relation,"no ar.adv",WEBTOOL,CREATED,"estar suspenso no ar.",0,0
46078,frm_locative_relation,"para cima.adp",FNBK,PENDING,"COD: de um ponto mais baixo para um ponto mais alto de.",0,0
20193,frm_locative_relation,"para cima.adv",WEBTOOL,CREATED,"vindo de uma posição abaixo para uma posição mais elevada",0,0
48570,frm_locative_relation,perto.adp,FNBK,PENDING,"COD: também perto de",0,0
20167,frm_locative_relation,perto.adv,WEBTOOL,CREATED,"também perto de",21,0
40445,frm_make_noise,burburinho.noun,WEBTOOL,CREATED,"Ruído de muitas pessoas falando ao mesmo tempo.",14,0
40529,frm_make_noise,burburinho.noun,WEBTOOL,CREATED,"refere-se ao ruído indistinto e não decifrável de muitas pessoas falando ao mesmo tempo.",5,0
24462,frm_manner_of_life,deficiente.adj,WEBTOOL,CREATED,"qualidade de algo que está faltando ou referente a algum comprometimento físico ou mental de uma pessoa.",0,1
24461,frm_manner_of_life,deficiente.noun,WEBTOOL,CREATED,"uma pessoa que possui algum tipo de comprometimento físico ou mental.",0,0
44399,frm_margin_of_resolution,"por pouco.adj",FNBK,PENDING,"COD: quase conseguiu",0,0
50823,frm_margin_of_resolution,"por pouco.adv",FNBK,PENDING,"FN: com uma pequena margem.",0,0
20325,frm_means,como.adv,WEBTOOL,CREATED,"usado para indicar uma pergunta em que um questionador quer mais informações sobre os meios que uma ação foi realizada em alguns meios.",10,0
18747,frm_means,como.sconj,WEBTOOL,CREATED,as.,1,0
1542,frm_means_of_transportation,"barco de passeio.noun",WEBTOOL,CREATED,"embarcação aquática, utilizada no transporte de passageiros.",0,3
