lemmaName(pt),lemmaName(en),idPOS,udPOS,idUDPOS,idLanguage,senseDescription(pt),frameName,source_line,reason
"fio dental",g-string,83,NOUN,8,1,"COD: uma peça íntima justa cobrindo os genital, consistindo em uma tira estreita de tecido anexada a uma cintura.",Clothing,1874,"Lemma not found in database"
chinelos,flip-flops,83,NOUN,8,1,"COD: uma sandália leve com um dedo de pé que passa entre o grande e o segundo dedos dos pés.",Clothing,1875,"Lemma not found in database"
"duas peças",two-piece,83,NOUN,8,1,"COD: um terno de duas peças. [Roupas]",Clothing,1877,"Lemma not found in database"
flanelas,flannels,83,NOUN,8,1,"COD: calças masculinas feitas de flanela de lã.",Clothing,1878,"Lemma not found in database"
trapos,rags,83,NOUN,8,1,"COD: roupas velhas ou rasgadas.",Clothing,1879,"Lemma not found in database"
sedas,silks,83,NOUN,8,1,"COD: roupas feitas de seda, especialmente as usadas por um jóquei nas cores de um proprietário de cavalo específico.",Clothing,1880,"Lemma not found in database"
Cetins,satins,83,NOUN,8,1,"FN: vestuário feito de cetim.",Clothing,1881,"Lemma not found in database"
"Roupas de algodão",cottons,83,NOUN,8,1,"FN: vestuário feito de algodão.",Clothing,1882,"Lemma not found in database"
Tweeds,tweeds,83,NOUN,8,1,"COD: roupas feitas de tweed.",Clothing,1883,"Lemma not found in database"
arminhos,ermines,83,NOUN,8,1,"FN: vestuário feito de pele de raposa-do-ártico",Clothing,1884,"Lemma not found in database"
farrapos,tatters,83,NOUN,8,1,"FN: vestuário que está muito rasgado.",Clothing,1888,"Lemma not found in database"
culotes,breeches,83,NOUN,8,1,"Calças: curtas, presas logo abaixo do joelho, agora usadas principalmente para equitação ou como parte do traje cerimonial",Clothing,1890,"Lemma not found in database"
"calça de moletom",sweatpants,83,NOUN,8,1,"Calças soltas com cintura elástica ou cordão, usadas para exercícios ou lazer.",Clothing,1892,"Lemma not found in database"
alva,alb,83,NOUN,8,1,"COD: uma vestimenta branca que chega aos pés, usada por clérigos e servidores em algumas igrejas cristãs.",Clothing,1894,"Lemma not found in database"
manopla,gauntlet,83,NOUN,8,1,"COD: uma luva grossa com pulso longo e solto",Clothing,1900,"Lemma not found in database"
"Meias e collants",hosiery,83,NOUN,8,1,"COD: meias, meias-calças e collants em geral",Clothing,1904,"Lemma not found in database"
"calções de banho","bathing trunks",83,NOUN,8,1,"Biquíni usado por homens enquanto nadam.",Clothing,1905,"Lemma not found in database"
"Tênis de corrida","running shoe",83,NOUN,8,1,"Um sapato esportivo com sola de borracha macia. Um sapato esportivo ou de caminhada com forro de lona e sola de borracha.",Clothing,1907,"Lemma not found in database"
"Chuteira de futebol","soccer boot",83,NOUN,8,1,"Um calçado usado quando se joga futebol ou futebol.",Clothing,1908,"Lemma not found in database"
"touca de natação","swimming cap",83,NOUN,8,1,"Um vestuário apertado, de pele justa, comumente feito de silicone, látex ou licra, usado na cabeça por nadadores.",Clothing,1909,"Lemma not found in database"
"trajes de banho","swim suits",83,NOUN,8,1,"O maiô, traje de banho, fato de natação, roupa de banho, fato de banho, nadadores, togas de natação, banhistas, cossie ou calções de banho para homens é uma peça de roupa projetada para ser usada por pessoas que se envolvem em uma atividade baseada em água ou esportes aquáticos, como natação, polo aquático, mergulho, surfe, esqui aquático ou durante atividades ao sol, como tomar sol.",Clothing,1912,"Lemma not found in database"
gi,gi,83,NOUN,8,1,"uma vestimenta leve de duas peças, geralmente branca, usada por participantes de artes marciais descalços, consistindo em calças soltas e um casaco envolvente com cinto de tecido.",Clothing,1913,"Lemma not found in database"
"calções de banho",trunks,83,NOUN,8,1,"Biquíni usado por homens enquanto nadam.",Clothing,1914,"Lemma not found in database"
Bom.,good,84,ADJ,1,1,"FN: ter conhecimento suficiente sobre uma atividade ou habilidade",Expertise,1940,"Lemma not found in database"
"conhecimento especializado",know-how,83,NOUN,8,1,"COD: especialização",Expertise,1941,"Lemma not found in database"
"grau de especialidade","specialty grade",83,NOUN,8,1,"Algo feito com qualidade especial.",Expertise,1945,"Lemma not found in database"
"incêndio premeditado",arson,83,NOUN,8,1,"COD: o ato criminoso de incendiar deliberadamente a propriedade.",Arson,1946,"Lemma not found in database"
"deixar em testamento",bequeath,86,VERB,16,1,"COD: deixar (propriedade) a uma pessoa ou outro beneficiário por testamento.",Giving,1952,"Lemma not found in database"
cético,skeptic,83,NOUN,8,1,"COD: uma pessoa inclinada a questionar ou duvidar de opiniões aceitas.",Certainty,1970,"Lemma not found in database"
lascas,sliver,83,NOUN,8,1,"COD: uma pequena, estreita e afiada peça cortada ou dividida de um pedaço maior",Part_piece,1972,"Lemma not found in database"
"parte inferior",underside,83,NOUN,8,1,"COD: o fundo ou lado inferior ou superfície de algo",Part_orientational,1982,"Lemma not found in database"
"mais oriental",easternmost,84,ADJ,1,1,"FN: situado na posição ou direção mais oriental",Part_orientational,1995,"Lemma not found in database"
Parar.,stop,86,VERB,16,1,"FN: causar para acabar com.",Process_stop,1998,"Lemma not found in database"
"em andamento",ongoing,84,ADJ,1,1,"COD: contínuo; ainda em andamento.",Process_continue,2004,"Lemma not found in database"
"se arrastar","drag on",86,VERB,16,1,"FN: continuar por mais tempo do que o esperado ou desejado.",Process_continue,2005,"Lemma not found in database"
Continue.,"go on",86,VERB,16,1,"FN: para continuar, progresso",Process_continue,2006,"Lemma not found in database"
"em andamento",underway,84,ADJ,1,1,"COD: atualmente em andamento.",Process_continue,2007,"Lemma not found in database"
"em diante",on,89,ADV,3,1,"FN: indicando continuação de um processo",Process_continue,2008,"Lemma not found in database"
"começar a fazer algo","set about",86,VERB,16,1,"FN: começar vigorosamente em ou em direção a (um objetivo complexo ou exigente).",Activity_start,2010,"Lemma not found in database"
gram,gram,83,NOUN,8,1,"COD: uma unidade métrica de massa igual a um milésimo de um quilo",Measure_mass,2012,"Lemma not found in database"
"tonelada métrica","metric ton",83,NOUN,8,1,"COD: uma unidade de peso igual a 1.000 quilos (2.205 libras).",Measure_mass,2016,"Lemma not found in database"
meter,meter,83,NOUN,8,1,"COD: a unidade básica de comprimento no sistema métrico, igual a 100 centímetros (aproximadamente 39,37 polegadas).",Measure_of_distance_and_length,2018,"Lemma not found in database"
furlong,furlong,83,NOUN,8,1,"COD: um oitavo de milha, 220 jardas.",Measure_of_distance_and_length,2020,"Lemma not found in database"
"colher de chá",teaspoon,83,NOUN,8,1,"COD: a quantidade que cabe em uma colher de chá, considerada 5 mililitros no Reino Unido quando usada como medida na culinária",Measure_volume,2024,"Lemma not found in database"
colheradinha,teaspoonful,83,NOUN,8,1,"FN: o volume contido em uma colher de chá",Measure_volume,2027,"Lemma not found in database"
"sacola cheia",bagful,83,NOUN,8,1,"FN: o volume contido por uma bolsa",Measure_volume,2028,"Lemma not found in database"
"balde cheio",bucketful,83,NOUN,8,1,"FN: o volume contido por um balde",Measure_volume,2030,"Lemma not found in database"
"tanque cheio",tankful,83,NOUN,8,1,"FN: o volume contido por um tanque",Measure_volume,2031,"Lemma not found in database"
"ônibus cheio",busload,83,NOUN,8,1,"FN: uma carga que enche um ônibus",Measure_volume,2034,"Lemma not found in database"
"carga de caminhão",truckload,83,NOUN,8,1,"FN: uma carga que enche um caminhão",Measure_volume,2036,"Lemma not found in database"
"cômodo cheio",roomful,83,NOUN,8,1,"FN: o volume ou quantidade que um cômodo pode conter",Measure_volume,2038,"Lemma not found in database"
"carga de trem",trainload,83,NOUN,8,1,"FN: o tamanho da carga que enche um trem",Measure_volume,2039,"Lemma not found in database"
"carga de barco",boatload,83,NOUN,8,1,"FN: uma carga que enche um barco.",Measure_volume,2040,"Lemma not found in database"
gordinho,chubby,84,ADJ,1,1,"COD: rechonchudo e redondo.",Body_description_holistic,2045,"Lemma not found in database"
magricela,spindly,84,ADJ,1,1,"COD: longo ou alto e esguio.",Body_description_holistic,2056,"Lemma not found in database"
magricela,scrawny,84,ADJ,1,1,"COD: - mais magro e ósseo de forma pouco atraente.",Body_description_holistic,2059,"Lemma not found in database"
"de porte médio",medium-build,84,ADJ,1,1,"FN: de estatura média e peso médio",Body_description_holistic,2071,"Lemma not found in database"
Insígnias,regalia,83,NOUN,8,1,"COD: o insígnio da realeza, especialmente a coroa e outros ornamentos usados em uma coroação.",Accoutrements,2074,"Lemma not found in database"
"alfinete de chapéu",hat-pin,83,NOUN,8,1,"COD: um longo alfinete usado para manter o chapéu de uma mulher no lugar.",Accoutrements,2086,"Lemma not found in database"
bandana,bandana,83,NOUN,8,1,"COD: uma grande lenço colorido ou lenço de pescoço.",Accoutrements,2087,"Lemma not found in database"
quipá,yarmulkah,83,NOUN,8,1,"COD: uma touca de cabeça usada em público por homens judeus ortodoxos ou durante a oração por outros homens judeus.",Accoutrements,2092,"Lemma not found in database"
balaclava,balaclava,83,NOUN,8,1,"COD: um gorro de lã ajustado que cobre toda a cabeça e envolve o pescoço.",Accoutrements,2093,"Lemma not found in database"
Bireta,biretta,83,NOUN,8,1,"COD: um boné quadrado com três projeções planas no topo, usado por clérigos católicos romanos.",Accoutrements,2095,"Lemma not found in database"
"chapéu de palha",boater,83,NOUN,8,1,"COD: um chapéu de palha endurecido com abas planas, usado enquanto se navega.",Accoutrements,2096,"Lemma not found in database"
"gorro de dormir",nightcap,83,NOUN,8,1,"COD: um chapéu de abas largas usado na cama.",Accoutrements,2098,"Lemma not found in database"
chapéu-panamá,panama,83,NOUN,8,1,"COD: o chapéu de abas largas de um homem de material semelhante a palha, originalmente feito de folhas de uma palmeira tropical.",Accoutrements,2099,"Lemma not found in database"
sombrero,sombrero,83,NOUN,8,1,"COD: .pl. - um chapéu de abas largas de feltro ou palha, tipicamente usado no México e no sudoeste dos Estados Unidos.",Accoutrements,2100,"Lemma not found in database"
trilby,trilby,83,NOUN,8,1,"COD: pl. -ies principalmente britânico um chapéu macio de feltro com borda estreita e coroa indentada.",Accoutrements,2101,"Lemma not found in database"
shako,shako,83,NOUN,8,1,"COD: um chapéu militar cilíndrico ou cônico com uma aba e um leque ou pompom.",Accoutrements,2103,"Lemma not found in database"
"adereço de cabeça",headdress,83,NOUN,8,1,"COD: um revestimento decorativo para a cabeça, especialmente usado em ocasiões cerimoniais.",Accoutrements,2104,"Lemma not found in database"
"acessório para cabelo",headpiece,83,NOUN,8,1,"COD: um dispositivo usado na cabeça.",Accoutrements,2105,"Lemma not found in database"
sporran,sporran,83,NOUN,8,1,"COD: uma pequena bolsa usada na cintura para pendurar na frente do kilti como parte do traje escocês das Terras Altas.",Accoutrements,2108,"Lemma not found in database"
"rede de cabelo",snood,83,NOUN,8,1,"COD: uma rede ou bolsa decorativa usada sobre o cabelo da mulher na parte de trás da cabeça.",Accoutrements,2109,"Lemma not found in database"
"rede para cabelo",hairnet,83,NOUN,8,1,"COD: uma malla fina para conter o cabelo.",Accoutrements,2110,"Lemma not found in database"
"presilha de cabelo",hairslide,83,NOUN,8,1,"COD: Brit. um clipe para manter o cabelo de uma mulher no lugar.",Accoutrements,2111,"Lemma not found in database"
"alfinete de cabelo",hairpin,83,NOUN,8,1,"COD: um alfinete em forma de U para prender o cabelo.",Accoutrements,2112,"Lemma not found in database"
"grampo de cabelo",hairgrip,83,NOUN,8,1,"COD: Brit. uma pinça de cabelo achatada com as pontas próximas.",Accoutrements,2114,"Lemma not found in database"
"óculos de proteção",goggles,83,NOUN,8,1,"COD: óculos de proteção com lentes ajustadas e protetores laterais.",Accoutrements,2118,"Lemma not found in database"
grevas,greaves,83,NOUN,8,1,"COD: uma peça de armadura para o tornozelo. [MilHist] (listado como greave)",Accoutrements,2121,"Lemma not found in database"
"cota de malha",hauberk,83,NOUN,8,1,"COD: um casaco de malha completo.",Accoutrements,2123,"Lemma not found in database"
"máscara de gás","gas mask",83,NOUN,8,1,"COD: uma máscara protetora usada para cobrir o rosto como defesa contra gás venenoso.",Accoutrements,2125,"Lemma not found in database"
Lave,lave,86,VERB,16,1,"COD: lavar ou lavar por cima.",Grooming,2127,"Lemma not found in database"
"passar fio dental",floss,86,VERB,16,1,"COD: limpar entre os dentes (de alguém) com fio dental. ""Eu passei fio dental.",Grooming,2128,"Lemma not found in database"
barbear-se,shave,86,VERB,16,1,"COD: cortar o cabelo (de uma pessoa ou parte do corpo) com uma navalha.",Grooming,2129,"Lemma not found in database"
pedicure,pedicure,83,NOUN,8,1,"COD: um tratamento cosmético dos pés e unhas",Grooming,2132,"Lemma not found in database"
hidrate,moisturize,86,VERB,16,1,"COD: com objeto fazer (algo, especialmente a pele) menos seca",Grooming,2134,"Lemma not found in database"
facial,facial,83,NOUN,8,1,"COD: um tratamento de beleza para o rosto",Grooming,2135,"Lemma not found in database"
escova,brush,86,VERB,16,1,"FN: escovar os dentes",Grooming,2136,"Lemma not found in database"
"sem sapatos",shoeless,84,ADJ,1,1,"FN: sem calçados.",Wearing,2143,"Lemma not found in database"
"sem meias",sockless,84,ADJ,1,1,"FN: sem meias.",Wearing,2144,"Lemma not found in database"
"com as pernas nuas",barelegged,84,ADJ,1,1,"FN: sem cobertura para as pernas de alguém",Wearing,2152,"Lemma not found in database"
"peito nu",bare-chested,84,ADJ,1,1,"FN: sem cobertura para o peito de um.",Wearing,2153,"Lemma not found in database"
"sem chapéu",hatless,84,ADJ,1,1,"FN: sem usar chapéu.",Wearing,2154,"Lemma not found in database"
"sem casaco",coatless,84,ADJ,1,1,"FN: sem casaco.",Wearing,2155,"Lemma not found in database"
"sem camisa",shirtless,84,ADJ,1,1,"FN: sem camisa",Wearing,2156,"Lemma not found in database"
"de braços nus",bare-armed,84,ADJ,1,1,"FN: sem vestuário nos braços.",Wearing,2164,"Lemma not found in database"
"sem sutiã",braless,84,ADJ,1,1,"FN: sem sutiã",Wearing,2167,"Lemma not found in database"
"sem luvas",gloveless,84,ADJ,1,1,"FN: sem luvas.",Wearing,2171,"Lemma not found in database"
com,"with on",96,X,17,1,"FN: usando",Wearing,2173,"Lemma not found in database"
"vestido para matar","dolled up",84,ADJ,1,1,"FN: vestido atraentemente",Wearing,2176,"Lemma not found in database"
Envoltos.,swathed,84,ADJ,1,1,"FN: envolto (em algo) de forma a vestir",Wearing,2177,"Lemma not found in database"
"sorriso afetado",smirk,83,NOUN,8,1,"COD: um sorriso arrogante ou tolo.",Facial_expression,2182,"Lemma not found in database"
Rictus.,rictus,83,NOUN,8,1,"COD: uma expressão fixa ou um sorriso largo.",Facial_expression,2183,"Lemma not found in database"
Continue.,continue,86,VERB,16,1,"COD: persistir em uma atividade ou processo.",Activity_ongoing,2188,"Lemma not found in database"
Continue.,"carry on",86,VERB,16,1,"COD: continue uma atividade ou tarefa.",Activity_ongoing,2189,"Lemma not found in database"
"manter o ritmo","keep up",86,VERB,16,1,"Continue realizando uma atividade no mesmo ritmo.",Activity_ongoing,2191,"Lemma not found in database"
pare,stop,86,VERB,16,1,"COD: interromper uma ação, prática ou hábito.",Activity_stop,2195,"Lemma not found in database"
"fazer uma pausa","take break",86,VERB,16,1,"FN: interrupção da continuidade",Activity_pause,2198,"Lemma not found in database"
moratória,moratorium,83,NOUN,8,1,"COD: uma proibição temporária de uma atividade.",Activity_pause,2201,"Lemma not found in database"
Prepare,prepare,86,VERB,16,1,"COD: preparar para uso ou consideração, ou fazer ou preparar-se para fazer ou lidar com algo.",Activity_prepare,2204,"Lemma not found in database"
Prepare-se,"get ready",86,VERB,16,1,"FN: Prepare-se",Activity_prepare,2205,"Lemma not found in database"
Prepare-se.,"gear up",86,VERB,16,1,"FN: preparar-se ou preparar para atividade.",Activity_prepare,2208,"Lemma not found in database"
"atrativo de venda","selling point",83,NOUN,8,1,"Uma característica que convence as pessoas a comprar um produto.",Commerce_sell,2214,"Lemma not found in database"
"sala de leitura","reading room",83,NOUN,8,1,"Uma biblioteca é uma coleção organizada de fontes de informação e recursos semelhantes, disponibilizados a uma comunidade definida para referência ou empréstimo.",Buildings,2215,"Lemma not found in database"
Duomo,duomo,83,NOUN,8,1,"a principal igreja cristã de uma diocese episcopal.",Buildings,2216,"Lemma not found in database"
"museus de arte","museums of art",83,NOUN,8,1,"um museu de arte ou galeria de arte é um edifício ou espaço para a exposição de arte, geralmente arte visual.",Buildings,2217,"Lemma not found in database"
"edifício da igreja","church building",83,NOUN,8,1,"Um edifício onde ocorrem atividades religiosas cristãs.",Buildings,2219,"Lemma not found in database"
barco-casa,houseboat,83,NOUN,8,1,"COD: um barco adaptado para uso como moradia.",Buildings,2221,"Lemma not found in database"
barracas,barracks,83,NOUN,8,1,"COD: um grande edifício ou grupo de edifícios usados para abrigar soldados.",Buildings,2229,"Lemma not found in database"
caravanserai,caravanserai,83,NOUN,8,1,"COD: inn com um pátio central para viajantes nas regiões desérticas da Ásia ou do Norte da África",Buildings,2231,"Lemma not found in database"
"centro comercial",mall,83,NOUN,8,1,"COD: uma grande área de compras fechada da qual o tráfego é excluído.",Buildings,2236,"Lemma not found in database"
"banheiro externo",outhouse,83,NOUN,8,1,"COD: um edifício menor construído nos terrenos de uma casa ou um banheiro externo.",Buildings,2239,"Lemma not found in database"
pagoda,pagoda,83,NOUN,8,1,"COD: um templo hindu ou budista ou edifício sagrado, geralmente com uma torre de vários andares.",Buildings,2240,"Lemma not found in database"
tabernáculo,tabernacle,83,NOUN,8,1,"COD: uma habitação fixa ou móvel, tipicamente de construção leve.",Buildings,2247,"Lemma not found in database"
wigwam,wigwam,83,NOUN,8,1,"COD: uma moradia em forma de cúpula ou cônica feita prendendo tapetes, peles ou casca sobre um quadro de varas.",Buildings,2249,"Lemma not found in database"
"casa de fazenda",homestead,83,NOUN,8,1,"COD: uma casa, especialmente uma fazenda, e dependências.",Buildings,2251,"Lemma not found in database"
acomodações,quarters,83,NOUN,8,1,"FN: acomodações, especialmente para membros das forças armadas ou suas famílias.",Buildings,2255,"Lemma not found in database"
"centro de artes","art center",83,NOUN,8,1,,Buildings,2256,"Lemma not found in database"
"Centro de diversão infantil","children amusement center",83,NOUN,8,1,,Buildings,2257,"Lemma not found in database"
"stand de tiro","shooting range",83,NOUN,8,1,,Buildings,2260,"Lemma not found in database"
"centro de reabilitação","rehabilitation center",83,NOUN,8,1,,Buildings,2261,"Lemma not found in database"
"companhia de teatro","theater company",83,NOUN,8,1,,Buildings,2262,"Lemma not found in database"
"empresa de serviços públicos de água","water utility company",83,NOUN,8,1,,Buildings,2263,"Lemma not found in database"
"conselho distrital","district council",83,NOUN,8,1,,Buildings,2264,"Lemma not found in database"
"posto de emissão de passaportes","passport office",83,NOUN,8,1,,Buildings,2265,"Lemma not found in database"
"sede corporativa","corporate office",83,NOUN,8,1,,Buildings,2266,"Lemma not found in database"
"Corpo de bombeiros","rescue squad",83,NOUN,8,1,,Buildings,2267,"Lemma not found in database"
"emissora de rádio","radio broadcaster",83,NOUN,8,1,,Buildings,2268,"Lemma not found in database"
"planta de tratamento de água","water treatment plant",83,NOUN,8,1,,Buildings,2269,"Lemma not found in database"
"hospital privado","private hospital",83,NOUN,8,1,,Buildings,2270,"Lemma not found in database"
"agência imobiliária","real estate agency",83,NOUN,8,1,,Buildings,2271,"Lemma not found in database"
"hospital maternidade","maternity hospital",83,NOUN,8,1,,Buildings,2272,"Lemma not found in database"
"Museu de patrimônio","heritage museum",83,NOUN,8,1,,Buildings,2273,"Lemma not found in database"
"Museu de história local","local history museum",83,NOUN,8,1,,Buildings,2274,"Lemma not found in database"
"Museu do Exército","army museum",83,NOUN,8,1,,Buildings,2275,"Lemma not found in database"
"Parque de diversões","amusement park",83,NOUN,8,1,,Buildings,2276,"Lemma not found in database"
"clínica médica","medical clinic",83,NOUN,8,1,,Buildings,2277,"Lemma not found in database"
"centro de saúde comunitário","community health centre",83,NOUN,8,1,,Buildings,2278,"Lemma not found in database"
"empresa de produção de filmes e vídeos para TV","tv film and video production company",83,NOUN,8,1,,Buildings,2279,"Lemma not found in database"
"centro de atendimento urgente","urgent care center",83,NOUN,8,1,,Buildings,2280,"Lemma not found in database"
"sede do governo municipal","city government office",83,NOUN,8,1,,Buildings,2281,"Lemma not found in database"
"escritório do governo do condado","county government office",83,NOUN,8,1,,Buildings,2282,"Lemma not found in database"
"salão de festas","party room",83,NOUN,8,1,,Buildings,2283,"Lemma not found in database"
"sala de banquetes","banquet hall",83,NOUN,8,1,,Buildings,2284,"Lemma not found in database"
"Departamento de Segurança Pública da Cidade","city department of public safety",83,NOUN,8,1,,Buildings,2285,"Lemma not found in database"
"Departamento municipal de meio ambiente","city department of environment",83,NOUN,8,1,,Buildings,2286,"Lemma not found in database"
"teatro de artes cênicas","performing arts theater",83,NOUN,8,1,,Buildings,2287,"Lemma not found in database"
"Local de culto","place of worship",83,NOUN,8,1,,Buildings,2288,"Lemma not found in database"
"Banho público","public bath",83,NOUN,8,1,,Buildings,2289,"Lemma not found in database"
"Museu de história","history museum",83,NOUN,8,1,,Buildings,2290,"Lemma not found in database"
"local de sepultamento","burial site",83,NOUN,8,1,"Um terreno usado para enterros;",Buildings,2291,"Lemma not found in database"
"terreno de sepultamento","burial ground",83,NOUN,8,1,"Um terreno utilizado para enterros;",Buildings,2292,"Lemma not found in database"
"Parque Memorial","memorial park",83,NOUN,8,1,"Um terreno utilizado para enterros;",Buildings,2294,"Lemma not found in database"
"edifício de apartamentos","apartment building",83,NOUN,8,1,"Estrutura artificial com teto e paredes que se encontram de forma mais ou menos permanente num mesmo lugar;Uma estrutura fechada com paredes e teto;Um edifício; uma estrutura; um tecido arquitetónico, especialmente um imponente; um grande ou belo edifício, público ou privado.Edifício;Um edifício é uma estrutura artificial com teto e paredes que se encontram de forma mais ou menos permanente num mesmo lugar;Uma estrutura que tem um teto e paredes e permanece de forma mais ou menos permanente num mesmo lugar;Um edifício, especialmente um de grande tamanho ou aparência imponente;Estrutura com teto e paredes, como uma casa ou fábrica.Um edifício ao qual se pode aceder livremente pelo público e que está disponível para o uso de uma comunidade.",Buildings,2295,"Lemma not found in database"
"parque de diversões","fun park",83,NOUN,8,1,"Parque com passeios e atrações;",Buildings,2296,"Lemma not found in database"
"Parque de diversões",funfair,83,NOUN,8,1,"Parque de diversões; Uma coleção de passeios, jogos e outras atrações de entretenimento que é operada comercialmente; Um parque de diversões que tem um ou mais temas centrais específicos, muitas vezes como parte do seu nome; (Inglês britânico) Um parque de diversões.",Buildings,2297,"Lemma not found in database"
"parque de diversões","pleasure ground",83,NOUN,8,1,"Parque de diversões; Uma coleção comercial de passeios, jogos e outras atrações de entretenimento; Um parque de diversões que tem um ou mais temas centrais específicos, muitas vezes como parte de seu nome;(Inglês britânico) Um parque de diversões. Um espaço de entretenimento ao ar livre composto por barracas, shows laterais etc.; Um parque de diversões projetado para carregar um tema em uma ou mais áreas do parque. Um parque comercial com barracas e shows para diversão;",Buildings,2298,"Lemma not found in database"
"praça da cidade","town square",83,NOUN,8,1,"Uma área aberta na intersecção de duas ou mais ruas;",Buildings,2300,"Lemma not found in database"
"praça da cidade","city square",83,NOUN,8,1,"Uma área aberta numa cidade, às vezes incluindo os edifícios circundantes.",Buildings,2301,"Lemma not found in database"
"clínica de atendimento imediato","walk-in clinic",83,NOUN,8,1,"Clínica pública especializada no tratamento de doenças específicas ou para tratamento sem a necessidade de agendamento.",Buildings,2303,"Lemma not found in database"
"clínica ambulatorial","outpatient clinic",83,NOUN,8,1,"Clínica pública especializada no tratamento de doenças específicas ou para tratamento sem a necessidade de agendamento.",Buildings,2304,"Lemma not found in database"
"casinha de cachorro",doghouse,83,NOUN,8,1,"um abrigo para cães abandonados.",Buildings,2306,"Lemma not found in database"
"abrigo subterrâneo",coal-pit,83,NOUN,8,1,"Um grande recipiente ou local para armazenar combustível ou um abrigo subterrâneo reforçado para uso em guerra.",Buildings,2308,"Lemma not found in database"
"Casa da Cultura","house of culture",83,NOUN,8,1,"um espaço de uma comunidade destinada a manter atividades que promovam a cultura entre seus habitantes.",Buildings,2309,"Lemma not found in database"
"casa flutuante",boathouse,83,NOUN,8,1,"Um barco adequado para uso como habitação.",Buildings,2310,"Lemma not found in database"
"Estação de trem","train station",83,NOUN,8,1,"Um local utilizado para embarque e desembarque de passageiros de trem, também utilizado para carregar e descarregar.",Buildings,2311,"Lemma not found in database"
"Tenda indígena","indian tent",83,NOUN,8,1,"A tenda cônica feita de peles ou pano em uma estrutura de varetas, usada pelos índios americanos das planícies e regiões dos Grandes Lagos.",Buildings,2312,"Lemma not found in database"
bouzoukia,bouzoukia,83,NOUN,8,1,"Um bar grego tradicional.",Buildings,2315,"Lemma not found in database"
Feito.,done,84,ADJ,1,1,"FN: terminado",Activity_done_state,2324,"Lemma not found in database"
"sala de dança",ballroom,83,NOUN,8,1,"COD: uma grande sala para dança formal.",Building_subparts,2330,"Lemma not found in database"
buttery,buttery,83,NOUN,8,1,"COD: um quarto em uma faculdade onde comida é mantida e vendida para estudantes.",Building_subparts,2333,"Lemma not found in database"
chanceleria,chancellery,83,NOUN,8,1,"COD: sn escritório anexado a uma embaixada ou consulado.",Building_subparts,2335,"Lemma not found in database"
guardaroupa,checkroom,83,NOUN,8,1,"COD: uma sala onde casacos, bagagem, etc., podem ser depositados temporariamente por uma taxa.",Building_subparts,2336,"Lemma not found in database"
loft,loft,83,NOUN,8,1,"COD: uma sala ou espaço de armazenamento diretamente sob o telhado de uma casa ou outro edifício, ou um corredor em uma igreja ou salão.",Building_subparts,2344,"Lemma not found in database"
"salinha de brincar",playroom,83,NOUN,8,1,"COD: um quarto em uma casa que é reservado para as crianças brincarem.",Building_subparts,2346,"Lemma not found in database"
"sala de banquete","banquet room",83,NOUN,8,1,"FN: uma parte de um edifício projetada para servir jantares.",Building_subparts,2355,"Lemma not found in database"
"toalete feminino","powder room",83,NOUN,8,1,"COD: o banheiro feminino em um prédio público.",Building_subparts,2357,"Lemma not found in database"
"sala de recreação","rumpus room",83,NOUN,8,1,"COD: um quarto para jogos ou outras atividades barulhentas.",Building_subparts,2358,"Lemma not found in database"
"quarto de serviços","utility room",83,NOUN,8,1,"COD: um quarto com aparelhos para lavar roupa e outros trabalhos domésticos.",Building_subparts,2359,"Lemma not found in database"
"instalação de fitness","fitness facility",83,NOUN,8,1,"Localidade para educação física e intelectual; Um grande quarto ou edifício para esportes internos; Aula de educação física;",Building_subparts,2363,"Lemma not found in database"
"bar de cerveja","beer parlour",83,NOUN,8,1,"Bar; casa de bebidas; boteco; lanchonete; barzinho; balcão; pub; boteco;",Building_subparts,2368,"Lemma not found in database"
"piso elástico","spring floor",83,NOUN,8,1,"No ginástica, o chão refere-se a uma superfície de exercício especialmente preparada, que é considerada um aparato.",Building_subparts,2371,"Lemma not found in database"
"Casa de chá","tea shop",83,NOUN,8,1,"Um negócio que vende vários tipos de bebidas não alcoólicas e, geralmente, petiscos e refeições simples (como café da manhã e almoço) com instalações para consumi-los.",Building_subparts,2374,"Lemma not found in database"
"banho de vapor",steambath,83,NOUN,8,1,"Uma sala, geralmente com paredes de madeira, que é projetada para aquecer o ar seco e onde pode ser produzido vapor por derramar água sobre pedras quentes.",Building_subparts,2379,"Lemma not found in database"
"estância termal","health spa",83,NOUN,8,1,"Um resort de saúde perto de uma fonte mineral ou termal.",Building_subparts,2380,"Lemma not found in database"
"cobertura do pátio","patio cover",83,NOUN,8,1,"Área externa pavimentada geralmente adjacente a uma residência;",Building_subparts,2384,"Lemma not found in database"
"salão de banquetes","catering hall",83,NOUN,8,1,"Um lugar onde as pessoas comem, normalmente em lugares grandes.",Building_subparts,2388,"Lemma not found in database"
"apartamento estúdio","studio apartment",83,NOUN,8,1,"É um apartamento composto por um quarto principal, um banheiro e uma cozinha compacta.",Building_subparts,2389,"Lemma not found in database"
"biblioteca de brinquedos","toy library",83,NOUN,8,1,"Um tipo de biblioteca ou lugar com brinquedos, quebra-cabeças e jogos, funcionando como um lugar para crianças brincarem ou desenvolverem habilidades.",Building_subparts,2390,"Lemma not found in database"
